,Institute,City,"Degree, Duration",Fee,Deadline,Programs
1986,6. Ghulam Ishaq Khan Institute Of Engineering Sciences & Technology,Swabi,"BS , 4 Years",630000.0,15-06-2023,Management Sciences
1987,1. Bahria University ( Karachi Campus ),Karachi,"BS , 4 Years",0.0,03-12-2023,Maritime Management
1988,1. University Of The Punjab,Lahore,"BS , 4 Years",0.0,25-09-2023,Public Relationing
1989,1. Kasb [ Khadim Ali Shah Bukhari ] Institute Of Technology,Karachi,"AD , 2 Years",0.0,01-10-2022,Sales Management
1990,1. Maritime Training Institute,Karachi,"BS , 4 Years",0.0,20-01-2017,Shipping & Logistics
1991,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",0.0,25-12-2023,Supply Chain Management
1992,2. Ghazi University,D.g.khan,"BS , 4 Years",23700.0,15-08-2023,Supply Chain Management
1993,3. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Supply Chain Management
1994,4. National Textile University,Faisalabad,"BS , 4 Years",109000.0,31-07-2023,Supply Chain Management
1995,"5. Bahria University, E-8 Campus",Islamabad,"BS , 4 Years",189000.0,14-12-2023,Supply Chain Management
1996,6. University Of Karachi,Karachi,"BS , 4 Years",27600.0,27-12-2023,Supply Chain Management
1997,7. Virtual University Of Pakistan,Lahore,"AD , 2 Years",21800.0,15-03-2024,Supply Chain Management
1998,"8. Bahauddin Zakariya University, Multan",Multan,"BS , 4 Years",39845.0,15-08-2023,Supply Chain Management
1999,9. Riphah International University,Islamabad,"BS , 4 Years",0.0,30-07-2023,Supply Chain Management
2000,10. Shifa Tameer-e-millat University,Islamabad,"BS , 4 Years",14000.0,29-09-2022,Supply Chain Management
2001,11. Ilma University,Karachi,"BBA , 4 Years",137150.0,10-09-2022,Supply Chain Management
2002,12. Muhammad Ali Jinnah University,Karachi,"BS , 4 Years",0.0,12-01-2024,Supply Chain Management
2003,13. Beaconhouse National University,Lahore,"BS , 4 Years",276775.0,11-08-2023,Supply Chain Management
2004,14. Imperial College Of Business Studies,Lahore,"BS , 4 Years",0.0,21-08-2023,Supply Chain Management
2005,15. Grand Asian University Sialkot,Sialkot,"AD , 2 Years",0.0,26-10-2023,Supply Chain Management
2006,16. Bahria University ( Karachi Campus ),Karachi,"BS , 4 Years",189000.0,03-12-2023,Supply Chain Management
2007,17. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,15-01-2024,Supply Chain Management
2008,18. Ordinance College,Karachi,"BS , 2 Years",0.0,12-01-2024,Supply Chain Management
2009,19. National College Of Business Administration & Economics (front Lane Campus),Lahore,"BS , 2 Years",0.0,14-10-2017,Supply Chain Management
2010,20. Brains Institute,Peshawar,"AD , 2 Years",0.0,30-12-2022,Supply Chain Management
2011,1. University Of East,Hyderabad,"BTM , 4 Years",,01-01-1970,Textile Management
2012,2. National Textile College & Management Institute,Faisalabad,"BTM , 4 Years",0.0,27-09-2013,Textile Management
2013,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",46800.0,25-12-2023,Tourism & Hospitality
2014,2. University Of Science & Technology,Bannu,"BS , 4 Years",32800.0,10-09-2021,Tourism & Hospitality
2015,3. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Tourism & Hospitality
2016,4. Government College Women University,Faisalabad,"BS , 4 Years",0.0,05-01-2024,Tourism & Hospitality
2017,5. University Of Gujrat,Gujrat,"BS , 4 Years",70000.0,18-08-2023,Tourism & Hospitality
2018,6. University Of Haripur,Haripur,"BS , 4 Years",38000.0,17-09-2023,Tourism & Hospitality
2019,7. Air University,Islamabad,"BS , 4 Years",175392.0,08-01-2024,Tourism & Hospitality
2020,8. National University Of Science & Technology,Islamabad,"BS , 4 Years",225400.0,25-03-2024,Tourism & Hospitality
2021,9. Kohat University Of Science & Technology,Kohat,"BS , 4 Years",57300.0,01-03-2024,Tourism & Hospitality
2022,10. University Of Kotli,Kotli,"BS , 4 Years",0.0,15-09-2022,Tourism & Hospitality
2023,11. University Of The Punjab,Lahore,"BS , 4 Years",0.0,25-09-2023,Tourism & Hospitality
2024,12. Hazara University,Mansehra,"BA [HONS] , 4 Years",28200.0,12-02-2024,Tourism & Hospitality
2025,"13. Abdul Wali Khan University, Mardan",Mardan,"BS , 4 Years",75440.0,01-10-2023,Tourism & Hospitality
2026,14. Kohsar University,Murree,"BS , 4 Years",0.0,06-02-2024,Tourism & Hospitality
2027,15. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Tourism & Hospitality
2028,16. University Of Okara,Okara,"CERT , 4 Years",52000.0,30-11--0001,Tourism & Hospitality
2029,17. Institute Of Management Sciences,Peshawar,"AD , 2 Years",155700.0,03-08-2023,Tourism & Hospitality
2030,18. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Tourism & Hospitality
2031,"19. Unversity Of The Poonch, Rawala Kot",Rawala Kot,"BS (HONS) , 4 Years",0.0,03-10-2022,Tourism & Hospitality
2032,"20. Aror University Of Art, Architecture, Design And Heritage",Sukkur,"BS , 4 Years",0.0,15-04-2024,Tourism & Hospitality
2033,1. Quaid-e-azam University,Islamabad,"BS , 4 Years",70356.0,07-08-2023,Tourism Management
2034,1. University Of Central Punjab,Lahore,"BS , 4 Years",0.0,20-01-2024,Real State Management
2035,2. Al- Hamd Islamic University,Quetta,"BS , 4 Years",0.0,18-02-2023,Real State Management
2036,3. National College Of Business Administration And Economics ( Bahwal Pur Campus ),Bahawal Pur,"AD , 2 Years",0.0,09-03-2024,Real State Management
2037,4. National College Of Business Administration And Economics ( Multan Campus ),Multan,"BS , 4 Years",0.0,09-03-2024,Real State Management
2038,1. The University Of Agriculture,Peshawar,"BS , 4 Years",0.0,20-10-2023,Agriculture Business Management
2039,1. University College Lahore,Lahore,"B.Sc. , 3 Years",0.0,15-08-2014,Business & Management Sciences
2040,1. Uit University,Karachi,"BS , 4 Years",0.0,24-08-2023,Business Informatics
2041,2. Hamdard University,Karachi,"BS , 4 Years",0.0,15-07-2023,Business Informatics
2042,1. Nazeer Hussain University,Karachi,"AD , 2 Years",88000.0,17-12-2023,Business Management
2043,2. University Of Management And Technology,Lahore,"BS , 4 Years",149750.0,29-02-2024,Business Management
2044,3. National College Of Business Administration And Economics ( Bahwal Pur Campus ),Bahawal Pur,"B.Sc. , 4 Years",0.0,09-03-2024,Business Management
2045,"4. Riphah International University, Faisalabad Campus",Faisalabad,"AD , 2 Years",77000.0,30-06-2020,Business Management
2046,5. National College Of Business Administration & Economics ( Rahim Yar Khan Campus ),Rahim Yar Khan,"BS , 4 Years",0.0,09-03-2024,Business Management
2047,6. Riphah International University ( Rawalpindi Campus ),Rawalpindi,"AD , 2 Years",0.0,10-10-2020,Business Management
2048,"7. Riphah International College, Bahawlpur",Bahawal Pur,"AD , 2 Years",0.0,31-10-2022,Business Management
2049,"8. Riphah Community College, Dargai Campus",Dargai,"AD , 2 Years",0.0,07-11-2018,Business Management
2050,"9. Riphah Community College, Faisalabad Campus",Faisalabad,"AD , 2 Years",0.0,07-11-2020,Business Management
2051,"10. Riphah Community College, Gujrat Campus",Gujrat,"AD , 2 Years",0.0,06-11-2018,Business Management
2052,11. The Millennium University College,Islamabad,"B.Sc. [Hons] , 4 Years",0.0,11-09-2021,Business Management
2053,"12. Riphah Community College, Jhelum Campus",Jhelum,"AD , 2 Years",0.0,05-11-2018,Business Management
2054,13. International School Of Law And Business,Lahore,"BA [HONS] , 4 Years",0.0,07-10-2022,Business Management
2055,14. Riphah Community College,Lahore,"AD , 2 Years",0.0,13-10-2018,Business Management
2056,"15. Riphah International College, Lahore",Lahore,"AD , 2 Years",0.0,22-11-2023,Business Management
2057,"16. Riphah Community College, Mansehra Campus",Mansehra,"AD , 2 Years",0.0,07-11-2018,Business Management
2058,"17. Riphah Community College, Mardan Campus",Mardan,"AD , 2 Years",0.0,04-11-2018,Business Management
2059,18. Vertex Institute Of Science And Technology,Mardan,"AD , 2 Years",0.0,30-09-2018,Business Management
2060,"19. Riphah Community College, Swat Campus",Mingora,"AD , 2 Years",0.0,05-11-2018,Business Management
2061,"20. Riphah Community College, Peshawar Campus",Peshawar,"AD , 2 Years",0.0,05-11-2018,Business Management
2062,1. University Of Peshawar,Peshawar,"BS , 4 Years",71000.0,16-10-2023,Disaster Preparedness & Management
2063,1. Karachi Institute Of Economics & Technology,Karachi,"BS , 4 Years",99750.0,06-01-2024,Enterprise Resource Planning
2064,1. Hamdard University,Karachi,"BS , 4 Years",84700.0,15-07-2023,Health & Safety Management
2065,1. University College Lahore,Lahore,"B.Sc. , 3 Years",0.0,15-08-2014,International Business & Trade
2066,1. College Of Tourism And Hotel Management,Okara,"BS (HONS) , 4 Years",0.0,30-08-2014,International Hospitality Management
2067,1. Beaconhouse National University,Lahore,"BS , 4 Years",0.0,11-08-2023,Management & Business Computing
2068,1. University College Lahore,Lahore,"B.Sc. , 3 Years",0.0,15-08-2014,Management & Law
2069,1. Virtual University Of Pakistan,Lahore,"AD , 2 Years",21800.0,15-03-2024,Operations & Supply Chain Management
2070,2. University Of Management And Technology,Lahore,"BS , 4 Years",274750.0,29-02-2024,Operations & Supply Chain Management
2071,1. Greenwich University,Karachi,"BS , 4 Years",0.0,25-08-2019,Organizational Communication
2072,1. Minhaj University,Lahore,"BS , 4 Years",0.0,22-03-2024,Quality Management
2073,1. Riphah International University ( Rawalpindi Campus ),Rawalpindi,"AD , 2 Years",0.0,10-10-2020,Retail Merchandising
2074,"2. Riphah International College, Bahawlpur",Bahawal Pur,"AD , 2 Years",0.0,31-10-2022,Retail Merchandising
2075,"3. Riphah Community College, Dargai Campus",Dargai,"AD , 2 Years",0.0,07-11-2018,Retail Merchandising
2076,"4. Riphah Community College, Faisalabad Campus",Faisalabad,"AD , 2 Years",0.0,07-11-2020,Retail Merchandising
2077,"5. Riphah Community College, Gujrat Campus",Gujrat,"AD , 2 Years",0.0,06-11-2018,Retail Merchandising
2078,"6. Riphah Community College, Jhelum Campus",Jhelum,"AD , 2 Years",0.0,05-11-2018,Retail Merchandising
2079,"7. Riphah International College, Lahore",Lahore,"AD , 2 Years",0.0,22-11-2023,Retail Merchandising
2080,"8. Riphah Community College, Mansehra Campus",Mansehra,"AD , 2 Years",0.0,07-11-2018,Retail Merchandising
2081,"9. Riphah Community College, Mardan Campus",Mardan,"AD , 2 Years",0.0,04-11-2018,Retail Merchandising
2082,"10. Riphah Community College, Swat Campus",Mingora,"AD , 2 Years",0.0,05-11-2018,Retail Merchandising
2083,"11. Riphah Community College, Peshawar Campus",Peshawar,"AD , 2 Years",0.0,05-11-2018,Retail Merchandising
2084,"12. Riphah Community College, Sargodha Campus",Sargodha,"AD , 2 Years",0.0,16-10-2020,Retail Merchandising
2085,1. University Of Karachi,Karachi,"BS , 4 Years",87600.0,13-12-2023,Sports Business Management
2086,1. University Of The Punjab,Lahore,"BS , 4 Years",0.0,25-09-2023,Taxation Management
2087,2. Kasb [ Khadim Ali Shah Bukhari ] Institute Of Technology,Karachi,"BS , 4 Years",0.0,01-10-2022,Taxation Management
2088,3. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Taxation Management
2089,4. Lahore School Of Accountancy & Finance,Lahore,"BS , 4 Years",0.0,31-10-2023,Taxation Management
2090,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",56800.0,25-12-2023,Technology Management
2091,2. Information Technology University,Lahore,"BS , 4 Years",213000.0,14-07-2023,Technology Management
2092,3. Punjab University Of Technology [ Rasul],Mandi Baha-ud-din,"BE , 4 Years",0.0,13-10-2023,Technology Management
2093,4. University Of Engineering And Technology (rasul),Mandi Baha-ud-din,"BS , 4 Years",0.0,30-11--0001,Technology Management
2094,5. The Begum Nusrat Bhutto Women University,Sukkur,"BS , 4 Years",0.0,11-08-2023,Technology Management
2095,6. Institute Of Business Management,Karachi,"BS , 4 Years",237512.0,28-06-2023,Technology Management
2096,7. Zia-ud-din Medical University,Karachi,"BS , 4 Years",165000.0,19-08-2023,Technology Management
2097,1. National Textile University,Faisalabad,"BS , 4 Years",109000.0,31-07-2023,Textile & Apparel Marchandizing
2098,1. National Textile University,Faisalabad,"BS , 4 Years",109000.0,31-07-2023,Textile Management & Marketing
2099,2. Textile Institute Of Pakistan,Karachi,"BBA (H) , 4 Years",180000.0,12-08-2023,Textile Management & Marketing
2100,"3. National Textile University Faisalabad, Sub Campus",Karachi,"BS , 4 Years",87600.0,15-09-2023,Textile Management & Marketing
2101,1. Synthetic Fibre Development & Application Centre,Karachi,"BBA , 4 Years",0.0,30-11-2012,Textile Marketing & Merchandising
2102,1. Hamdard University,Karachi,"BS , 4 Years",84700.0,15-07-2023,Total Quality Management
2103,1. Government College University,Faisalabad,"BS , 2 Years",69000.0,04-01-2024,Defense & Strategic Studies
2104,2. Quaid-e-azam University,Islamabad,"BS , 4 Years",70356.0,07-08-2023,Defense & Strategic Studies
2105,"3. Bahauddin Zakariya University, Multan",Multan,"BS , 4 Years",0.0,04-10-2023,Defense & Strategic Studies
2106,4. Emerson University Multan,Multan,"BS , 4 Years",0.0,19-01-2024,Defense & Strategic Studies
2107,1. Abbottabad University Of Science And Technology,Abbottabad,"BS , 4 Hours",0.0,06-10-2023,Development Studies
2108,2. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",0.0,25-12-2023,Development Studies
2109,3. Ghazi University,D.g.khan,"B.Sc. [Hons] , 4 Years",23700.0,26-01-2024,Development Studies
2110,"4. Bahria University, E-8 Campus",Islamabad,"BS , 4 Years",124950.0,30-11--0001,Development Studies
2111,5. Ned University Of Engineering & Technology,Karachi,"BS , 4 Years",59420.0,17-11-2023,Development Studies
2112,6. Sindh Madressatul Islam University,Karachi,"BS , 4 Years",70000.0,18-12-2023,Development Studies
2113,7. Kohat University Of Science & Technology,Kohat,"BS , 4 Years",42300.0,01-11-2023,Development Studies
2114,"8. Abdul Wali Khan University, Mardan",Mardan,"BS , 4 Years",75440.0,01-10-2023,Development Studies
2115,9. The University Of Agriculture,Peshawar,"BS , 4 Years",0.0,20-10-2023,Development Studies
2116,10. University Of Peshawar,Peshawar,"BS , 4 Years",73800.0,16-10-2023,Development Studies
2117,11. University Of Balochistan,Quetta,"BS , 4 Years",15126.0,03-03-2023,Development Studies
2118,12. University Of Swat,Swat,"BS , 4 Years",19730.0,12-10-2023,Development Studies
2119,13. Comsats University Islamabad ( Abbotabad Campus ),Abbottabad,"BS , 4 Years",185000.0,15-01-2024,Development Studies
2120,"14. Iqra University, H-9 Campus",Islamabad,"BS , 4 Years",202040.0,11-10-2023,Development Studies
2121,15. Shaheed Zulfiqar Ali Bhutto Institute Of Science And Technology,Islamabad,"BS , 4 Years",121200.0,19-08-2023,Development Studies
2122,16. Edwardes College,Peshawar,"BS , 4 Years",0.0,16-10-2023,Development Studies
2123,17. Institute For Art And Culture,Lahore,"BS , 4 Years",0.0,31-08-2021,Development Studies
2124,1. Abbottabad University Of Science And Technology,Abbottabad,"BBA , 4 Years",45600.0,28-02-2024,Economics
2125,2. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",43000.0,15-10-2022,Economics
2126,3. The Government Sadiq College Women University,Bahawal Pur,"BS , 4 Years",25540.0,11-08-2023,Economics
2127,4. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",38800.0,25-12-2023,Economics
2128,5. University Of Science & Technology,Bannu,"BS , 4 Years",32800.0,10-09-2021,Economics
2129,6. Thal University,Bhakkar,"BS , 4 Years",0.0,27-09-2022,Economics
2130,7. The University Of Buner,Buner,"BS , 4 Years",0.0,13-10-2023,Economics
2131,8. University Of Malakand,Chakdara,"BS (HONS) , 4 Years",14000.0,26-09-2023,Economics
2132,9. Bacha Khan University,Charsadda,"BS , 4 Years",43720.0,10-10-2023,Economics
2133,10. University Of Chitral,Chitral,"BS , 4 Years",0.0,30-10-2023,Economics
2134,11. Ghazi University,D.g.khan,"BS , 4 Years",23700.0,26-01-2024,Economics
2135,12. University Of Education [ D.g. Khan Campus ],D.g.khan,"BS , 4 Years",23930.0,15-12-2023,Economics
2136,13. Gomal University,D.i. Khan,"B.Sc. [Hons] , 4 Years",41000.0,31-08-2023,Economics
2137,14. Government College University,Faisalabad,"BA [HONS] , 4 Years",42000.0,04-01-2024,Economics
2138,15. Government College Women University,Faisalabad,"BS , 4 Years",35000.0,05-01-2024,Economics
2139,16. University Of Agriculture,Faisalabad,"BS , 4 Years",0.0,03-07-2023,Economics
2140,17. University Of Education [ Faisalabad Campus ],Faisalabad,"BS , 4 Years",23930.0,21-07-2023,Economics
2141,18. Karakuram International University,Gilgit,"BS , 4 Years",40740.0,03-08-2023,Economics
2142,19. University Of Gujrat,Gujrat,"BS , 4 Years",70000.0,18-08-2023,Economics
2143,20. University Of Gwadar,Gwadar,"BS , 4 Years",0.0,31-10-2023,Economics
2144,1. National Defence University,Islamabad,"BS , 4 Years",121000.0,09-06-2023,Government & Public Policy
2145,"2. Abdul Wali Khan University, Mardan",Mardan,"BS , 4 Years",75440.0,01-10-2023,Government & Public Policy
2146,3. Abasyn University,Peshawar,"BS , 4 Years",0.0,30-03-2022,Government & Public Policy
2147,"4. The University Of Lahore, Sub Campus",Sargodha,"BS , 4 Years",0.0,04-11-2023,Government & Public Policy
2148,1. Abbottabad University Of Science And Technology,Abbottabad,"B.Sc. , 4 Years",0.0,06-10-2023,History
2149,2. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",43000.0,20-10-2019,History
2150,3. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",38800.0,25-12-2023,History
2151,4. Ghazi University,D.g.khan,"BS , 4 Years",23700.0,15-08-2023,History
2152,5. Government College University,Faisalabad,"BS , 4 Years",42000.0,04-01-2024,History
2153,6. University Of Gujrat,Gujrat,"BS , 4 Years",70000.0,18-08-2023,History
2154,7. University Of Haripur,Haripur,"BS , 4 Years",38000.0,17-09-2023,History
2155,8. Allama Iqbal Open University,Islamabad,"BS , 4 Years",0.0,15-04-2024,History
2156,9. International Islamic University,Islamabad,"BS (HONS) , 4 Years",75000.0,08-01-2024,History
2157,"10. National University Of Modern Languages, Islamabad",Islamabad,"BS , 4 Years",42460.0,12-12-2022,History
2158,11. Quaid-e-azam University,Islamabad,"BS , 4 Years",70356.0,07-08-2023,History
2159,12. University Of Karachi,Karachi,"BA [HONS] , 4 Years",87600.0,27-12-2023,History
2160,13. Government College University Lahore,Lahore,"BA [HONS] , 4 Years",48000.0,24-09-2023,History
2161,14. Lahore College For Women University,Lahore,"BS , 4 Years",46790.0,20-09-2023,History
2162,15. University Of Education,Lahore,"BS , 4 Years",0.0,21-07-2023,History
2163,16. University Of The Punjab,Lahore,"BS , 4 Years",29950.0,25-09-2023,History
2164,17. Hazara University,Mansehra,"BS , 4 Years",0.0,12-02-2024,History
2165,18. University Of Mianwali,Mianwali,"BS , 4 Years",0.0,31-10-2022,History
2166,"19. Bahauddin Zakariya University, Multan",Multan,"BS , 4 Years",39845.0,12-01-2024,History
2167,20. The Women University,Multan,"BS , 4 Years",42470.0,15-01-2024,History
2168,1. Abbottabad University Of Science And Technology,Abbottabad,"BS , 4 Years",0.0,28-02-2024,International Relations
2169,2. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",43000.0,15-10-2022,International Relations
2170,3. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",38800.0,25-12-2023,International Relations
2171,4. Thal University,Bhakkar,"BS , 4 Years",0.0,27-09-2022,International Relations
2172,5. Ghazi University,D.g.khan,"BS , 4 Years",23700.0,15-08-2023,International Relations
2173,6. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,International Relations
2174,7. Government College University,Faisalabad,"BS , 4 Years",42000.0,30-11--0001,International Relations
2175,8. Government College Women University,Faisalabad,"BS , 4 Years",0.0,05-01-2024,International Relations
2176,9. Karakuram International University,Gilgit,"BS , 4 Years",40740.0,03-08-2023,International Relations
2177,10. University Of Gujrat,Gujrat,"BS , 4 Years",70000.0,18-08-2023,International Relations
2178,11. University Of Haripur,Haripur,"BS , 4 Years",38000.0,09-02-2024,International Relations
2179,12. Air University,Islamabad,"BS , 4 Years",111850.0,07-07-2023,International Relations
2180,13. Federal Urdu University Of Arts Science & Technology Islamabad,Islamabad,"BS , 4 Years",42000.0,26-01-2024,International Relations
2181,14. International Islamic University,Islamabad,"BS , 4 Years",75000.0,08-01-2024,International Relations
2182,15. National Defence University,Islamabad,"BS , 4 Years",121000.0,09-06-2023,International Relations
2183,"16. National University Of Modern Languages, Islamabad",Islamabad,"BS , 4 Years",64550.0,04-12-2023,International Relations
2184,17. Quaid-e-azam University,Islamabad,"BS , 4 Years",70356.0,07-08-2023,International Relations
2185,18. University Of Sindh,Jamshoro,"BS , 4 Years",22000.0,04-10-2023,International Relations
2186,"19. Benazir Bhutto Shaheed University, Lyari",Karachi,"BS , 4 Years",0.0,30-11-2023,International Relations
2187,20. University Of Karachi,Karachi,"BS , 4 Years",20400.0,27-12-2023,International Relations
2188,1. The Islamia University Of Bahawalpur,Bahawal Pur,"LLB , 5 Years",38800.0,25-12-2023,Law
2189,2. University Of Malakand,Chakdara,"LLB , 4 Years",14000.0,26-09-2023,Law
2190,"3. Bahauddin Zakria University,multan[d.g.khan Campus]",D.g.khan,"LLB , 3 Years",22460.0,31-01-2015,Law
2191,4. Gomal University,D.i. Khan,"LLB , 3 Years",43000.0,31-08-2023,Law
2192,5. Government College University,Faisalabad,"LLB [HONS] , 5 Years",58000.0,30-11--0001,Law
2193,6. University Of Gujrat,Gujrat,"LLB [HONS] , 5 Years",70000.0,18-08-2023,Law
2194,7. The University Of Sufism And Modern Sciences,Hala,"BS , 5 Years",24000.0,10-07-2023,Law
2195,8. University Of Haripur,Haripur,"LLB , 5 Years",0.0,20-01-2024,Law
2196,"9. Bahria University, E-8 Campus",Islamabad,"LLB , 5 Years",170000.0,14-12-2023,Law
2197,10. International Islamic University,Islamabad,"LLB , 3 Years",140400.0,08-01-2024,Law
2198,11. National University Of Science & Technology,Islamabad,"LLB [HONS] , 5 Years",200800.0,25-03-2024,Law
2199,12. Quaid-e-azam University,Islamabad,"LLB , 5 Years",70356.0,07-08-2023,Law
2200,13. Quaid-e-azam University,Islamabad,"LLB , 5 Years",0.0,07-08-2023,Law
2201,14. University Of Sindh,Jamshoro,"LLB [HONS] , 5 Years",48000.0,04-10-2023,Law
2202,"15. Shaheed Zulfiqar Ali Bhutto, University Of Law, Clifton",Karachi,"LLB [HONS] , 5 Years",60000.0,08-01-2024,Law
2203,16. University Of Karachi,Karachi,"LLB , 5 Years",73200.0,13-12-2023,Law
2204,17. University Of Karachi,Karachi,"LLB , 3 Years",73200.0,13-12-2023,Law
2205,18. Shah Abdul Latif University,Khair Pur,"LLB , 5 Years",49080.0,21-11-2023,Law
2206,19. Kohat University Of Science & Technology,Kohat,"BS , 4 Years",42300.0,01-11-2023,Law
2207,20. The University Of Management Sciences & Information Technology,Kotli,"LLB , 5 Years",0.0,10-09-2016,Law
2208,1. Abbottabad University Of Science And Technology,Abbottabad,"BS , 4 Years",45600.0,06-10-2023,Pakistan Studies
2209,2. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",38800.0,25-12-2023,Pakistan Studies
2210,3. University Of Science & Technology,Bannu,"BS , 4 Years",32800.0,10-09-2021,Pakistan Studies
2211,4. The University Of Buner,Buner,"BS , 4 Years",0.0,13-10-2023,Pakistan Studies
2212,5. Ghazi University,D.g.khan,"BS , 4 Years",23700.0,15-08-2023,Pakistan Studies
2213,6. Gomal University,D.i. Khan,"BS , 4 Years",40000.0,31-08-2023,Pakistan Studies
2214,7. Fata University,Darra Adam Khail,"BS , 4 Years",22000.0,06-11-2023,Pakistan Studies
2215,8. Government College University,Faisalabad,"BS , 4 Years",42000.0,04-01-2024,Pakistan Studies
2216,9. University Of Haripur,Haripur,"BS , 4 Years",38000.0,17-09-2023,Pakistan Studies
2217,10. Allama Iqbal Open University,Islamabad,"BS , 4 Years",27390.0,15-04-2024,Pakistan Studies
2218,11. International Islamic University,Islamabad,"BS , 4 Years",75000.0,08-01-2024,Pakistan Studies
2219,"12. National University Of Modern Languages, Islamabad",Islamabad,"BS , 4 Years",45550.0,04-12-2023,Pakistan Studies
2220,13. Quaid-e-azam University,Islamabad,"BS , 4 Years",70356.0,07-08-2023,Pakistan Studies
2221,14. University Of Sindh,Jamshoro,"BS , 4 Years",22000.0,04-10-2023,Pakistan Studies
2222,15. University Of Karachi,Karachi,"BS , 4 Years",0.0,13-12-2023,Pakistan Studies
2223,16. Shah Abdul Latif University,Khair Pur,"CERT , 4 Years",14000.0,21-11-2023,Pakistan Studies
2224,17. Kohat University Of Science & Technology,Kohat,"BS , 4 Years",42300.0,01-03-2024,Pakistan Studies
2225,18. Lahore College For Women University,Lahore,"BS , 4 Years",46790.0,20-09-2023,Pakistan Studies
2226,19. University Of Loralai,Loralai,"BS , 4 Years",10000.0,15-08-2023,Pakistan Studies
2227,20. Hazara University,Mansehra,"BS , 4 Years",0.0,12-02-2024,Pakistan Studies
2228,1. Abbottabad University Of Science And Technology,Abbottabad,"B.Sc. , 4 Years",0.0,06-10-2023,Political Science
2229,2. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",38800.0,25-12-2023,Political Science
2230,3. University Of Science & Technology,Bannu,"BS , 4 Years",32800.0,10-09-2021,Political Science
2231,4. The University Of Buner,Buner,"BS , 4 Years",0.0,13-10-2023,Political Science
2232,5. University Of Malakand,Chakdara,"BS , 4 Years",0.0,26-09-2023,Political Science
2233,6. Bacha Khan University,Charsadda,"BS , 4 Years",43720.0,10-10-2023,Political Science
2234,7. University Of Chitral,Chitral,"BS , 4 Years",0.0,30-10-2023,Political Science
2235,8. Ghazi University,D.g.khan,"B.Sc. [Hons] , 4 Years",23700.0,15-08-2023,Political Science
2236,9. Gomal University,D.i. Khan,"BS , 4 Years",40000.0,31-08-2023,Political Science
2237,10. Fata University,Darra Adam Khail,"BS , 4 Years",22000.0,06-11-2023,Political Science
2238,11. Government College University,Faisalabad,"BS , 4 Years",42000.0,04-01-2024,Political Science
2239,12. Government College Women University,Faisalabad,"BS , 4 Years",35000.0,05-01-2024,Political Science
2240,13. Karakuram International University,Gilgit,"BS , 4 Years",42140.0,03-08-2023,Political Science
2241,14. University Of Gujrat,Gujrat,"BS , 4 Years",70000.0,18-08-2023,Political Science
2242,15. University Of Haripur,Haripur,"BS , 4 Years",38000.0,09-02-2024,Political Science
2243,16. International Islamic University,Islamabad,"BS , 4 Years",75000.0,08-01-2024,Political Science
2244,17. Quaid-e-azam University,Islamabad,"BS , 4 Years",70356.0,07-08-2023,Political Science
2245,18. University Of Sindh,Jamshoro,"BS , 4 Years",22000.0,04-10-2023,Political Science
2246,19. University Of Karachi,Karachi,"BS , 4 Years",20400.0,13-12-2023,Political Science
2247,20. Shah Abdul Latif University,Khair Pur,"BS , 4 Years",14000.0,21-11-2023,Political Science
2248,1. Abbottabad University Of Science And Technology,Abbottabad,"BS , 4 Years",45600.0,28-02-2024,Psychology
2249,2. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",55000.0,15-10-2022,Psychology
2250,3. University Of Science & Technology,Bannu,"BS , 4 Years",32800.0,15-10-2019,Psychology
2251,4. Thal University,Bhakkar,"BS , 4 Years",0.0,27-09-2022,Psychology
2252,5. The University Of Buner,Buner,"BS , 4 Years",0.0,13-10-2023,Psychology
2253,6. University Of Malakand,Chakdara,"BS , 4 Years",0.0,26-09-2023,Psychology
2254,"7. Bahauddin Zakria University,multan[d.g.khan Campus]",D.g.khan,"BS , 4 Years",0.0,31-01-2015,Psychology
